ANO,UF,DOUTORADO_PLENO,MESTRADO
2018,RS,0,0
2018,RS,10,13
2018,RS,1,0
2018,RS,0,0
2018,RS,10,20
2018,RS,1,0
2018,RS,0,0
2018,RS,1,1
2018,RS,0,0
2018,RS,24,18
2018,RS,20,13
2018,RS,1,0
2018,RS,0,0
2018,RS,10,22
2018,RS,1,0
2018,RS,0,0
2018,RS,0,0
2018,RS,1,0
2018,RS,6,24
2018,RS,2,0
2018,RS,0,0
2018,RS,0,19
2018,RS,0,0
2018,RS,2,0
2018,RS,23,14
2018,RS,1,0
2018,RS,0,0
2018,RS,0,6
2018,RS,0,1
2018,RS,0,0
2018,RS,0,0
2018,RS,0,12
2018,RS,0,9
2018,RS,0,0
2018,RS,0,1
2018,RS,0,1
2018,RS,0,3
2018,RS,0,14
2018,RS,0,5
2018,RS,0,1
2018,RS,0,6
2018,RS,0,1
2018,RS,0,0
2018,RS,0,4
2018,RS,0,0
2018,RS,0,6
2018,RS,0,0
2018,RS,0,7
2018,RS,0,0
2018,RS,0,1
2018,RS,0,5
2018,RS,0,1
2018,RS,0,2
2018,RS,0,1
2018,RS,0,0
2018,RS,0,0
2018,RS,0,10
2018,RS,0,0
2018,RS,16,10
2018,RS,1,0
2018,RS,0,0
2018,RS,11,10
2018,RS,2,0
2018,RS,0,0
2018,RS,9,6
2018,RS,0,0
2018,RS,0,13
2018,RS,0,0
2018,RS,10,12
2018,RS,0,0
2018,RS,12,7
2018,RS,0,0
2018,RS,0,12
2018,RS,11,32
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,0,2
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,1,0
2018,RS,14,15
2018,RS,17,27
2018,RS,0,0
2018,RS,18,16
2018,RS,0,0
2018,RS,1,0
2018,RS,6,11
2018,RS,0,0
2018,RS,0,0
2018,RS,24,24
2018,RS,0,26
2018,RS,0,1
2018,RS,0,0
2018,RS,33,28
2018,RS,0,0
2018,RS,24,19
2018,RS,0,0
2018,RS,20,13
2018,RS,34,26
2018,RS,0,0
2018,RS,0,0
2018,RS,24,12
2018,RS,0,1
2018,RS,0,0
2018,RS,41,36
2018,RS,23,23
2018,RS,3,0
2018,RS,0,0
2018,RS,21,25
2018,RS,0,0
2018,RS,38,24
2018,RS,0,0
2018,RS,15,18
2018,RS,0,0
2018,RS,27,7
2018,RS,0,0
2018,RS,10,26
2018,RS,1,0
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,42,26
2018,RS,13,21
2018,RS,1,0
2018,RS,0,0
2018,RS,0,0
2018,RS,20,19
2018,RS,0,1
2018,RS,0,0
2018,RS,1,0
2018,RS,0,0
2018,RS,35,18
2018,RS,17,20
2018,RS,1,0
2018,RS,0,0
2018,RS,14,18
2018,RS,16,17
2018,RS,1,0
2018,RS,0,0
2018,RS,33,16
2018,RS,0,0
2018,RS,0,16
2018,RS,0,0
2018,RS,8,17
2018,RS,1,0
2018,RS,0,0
2018,RS,0,22
2018,RS,0,16
2018,RS,5,16
2018,RS,2,0
2018,RS,0,0
2018,RS,1,0
2018,RS,16,10
2018,RS,0,1
2018,RS,0,1
2018,RS,0,1
2018,RS,0,0
2018,RS,0,16
2018,RS,0,0
2018,RS,12,19
2018,RS,1,0
2018,RS,0,0
2018,RS,0,15
2018,RS,0,0
2018,RS,0,0
2018,RS,0,18
2018,RS,0,0
2018,RS,4,13
2018,RS,1,0
2018,RS,0,0
2018,RS,0,16
2018,RS,0,0
2018,RS,0,15
2018,RS,0,0
2018,RS,0,10
2018,RS,0,0
2018,RS,0,9
2018,RS,0,0
2018,RS,0,9
2018,RS,0,0
2018,RS,0,4
2018,RS,0,2
2018,RS,0,0
2018,RS,0,2
2018,RS,0,2
2018,RS,0,0
2018,RS,0,2
2018,RS,0,2
2018,RS,0,2
2018,RS,0,2
2018,RS,0,2
2018,RS,0,2
2018,RS,0,2
2018,RS,0,1
2018,RS,1,0
2018,RS,0,0
2018,RS,0,0
2018,RS,14,14
2018,RS,1,1
2018,RS,0,0
2018,RS,9,7
2018,RS,0,1
2018,RS,0,6
2018,RS,0,6
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,32,22
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,0,0
2018,RS,25,15
2018,RS,3,0
2018,RS,0,0
2018,RS,11,9
2018,RS,0,0
2018,RS,27,15
2018,RS,0,0
2018,RS,0,0
2018,RS,21,19
2018,RS,0,0
2018,RS,15,14
2018,RS,2,0
2018,RS,12,23
2018,RS,1,0
2018,RS,0,0
2018,RS,18,14
2018,RS,1,0
2018,RS,0,0
2018,RS,4,8
2018,RS,0,0
2018,RS,23,15
2018,RS,0,0
2018,RS,18,10
2018,RS,0,0
2018,RS,13,7
2018,RS,0,2
2018,RS,1,0
2018,RS,0,0
2018,RS,9,13
2018,RS,0,0
2018,RS,0,0
2018,RS,13,11
2018,RS,1,0
2018,RS,0,0
2018,RS,12,9
2018,RS,0,0
2018,RS,4,12
2018,RS,1,0
2018,RS,0,0
2018,RS,7,7
2018,RS,2,0
2018,RS,0,0
2018,RS,12,16
2018,RS,2,0
2018,RS,0,0
2018,RS,12,6
2018,RS,0,0
2018,RS,0,14
2018,RS,0,0
2018,RS,0,0
2018,RS,38,10
2018,RS,0,1
2018,RS,0,9
2018,SC,0,10
2018,SC,1,1
2018,SC,1,0
2018,SC,1,0
2018,SC,1,0
2018,SC,1,0
2018,SC,1,0
2018,SC,0,5
2018,SC,0,3
2018,SC,0,0
2018,SC,8,9
2018,SC,3,7
2018,SC,0,0
2018,SC,0,6
2018,SC,0,5
2018,SC,0,0
2018,SC,0,6
2018,SC,0,7
2018,SC,0,0
2018,SC,8,7
2018,SC,1,0
2018,SC,5,3
2018,SC,0,0
2018,SC,9,7
2018,SC,2,2
2018,SC,0,0
2018,SC,0,9
2018,SC,0,5
2018,SC,0,0
2018,SC,0,8
2018,SC,0,4
2018,SC,0,0
2018,SC,0,2
2018,SC,0,4
2018,SC,0,0
2018,SC,0,0
2018,SC,7,0
2018,SC,1,0
2018,SC,12,0
2018,SC,0,6
2018,SC,0,0
2018,SC,0,13
2018,SC,2,1
2018,SC,12,9
2018,SC,0,2
2018,SC,0,0
2018,SC,0,9
2018,SC,0,3
2018,SC,0,6
2018,SC,0,2
2018,SC,0,6
2018,SC,0,6
2018,SC,0,3
2018,SC,0,0
2018,SC,0,4
2018,SC,0,6
2018,SC,0,0
2018,SC,0,2
2018,SC,0,4
2018,SC,0,0
2018,SC,0,4
2018,SC,0,2
2018,SC,0,0
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,1
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,6
2018,SC,2,6
2018,SC,0,0
2018,SC,12,12
2018,SC,0,2
2018,SC,0,7
2018,SC,6,6
2018,SC,0,0
2018,SC,25,15
2018,SC,0,2
2018,SC,0,0
2018,SC,0,0
2018,SC,0,11
2018,SC,0,2
2018,SC,0,0
2018,SC,0,8
2018,SC,0,6
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,10,16
2018,SC,29,31
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,3,3
2018,SC,0,1
2018,SC,11,13
2018,SC,3,3
2018,SC,1,0
2018,SC,0,0
2018,SC,36,22
2018,SC,0,1
2018,SC,0,2
2018,SC,0,0
2018,SC,0,1
2018,SC,0,0
2018,SC,21,38
2018,SC,1,1
2018,SC,1,3
2018,SC,1,11
2018,SC,1,0
2018,SC,4,5
2018,SC,0,0
2018,SC,0,0
2018,SC,13,61
2018,SC,35,21
2018,SC,3,1
2018,SC,0,0
2018,SC,1,0
2018,SC,0,0
2018,SC,0,0
2018,SC,11,11
2018,SC,28,14
2018,SC,1,0
2018,SC,0,0
2018,SC,0,0
2018,SC,4,14
2018,SC,22,25
2018,SC,0,0
2018,SC,43,20
2018,SC,4,3
2018,SC,0,0
2018,SC,10,0
2018,SC,0,0
2018,SC,29,20
2018,SC,35,26
2018,SC,0,1
2018,SC,0,0
2018,SC,29,8
2018,SC,0,1
2018,SC,1,0
2018,SC,0,0
2018,SC,0,2
2018,SC,26,16
2018,SC,0,0
2018,SC,0,0
2018,SC,30,23
2018,SC,0,0
2018,SC,0,0
2018,SC,4,2
2018,SC,1,0
2018,SC,2,2
2018,SC,0,0
2018,SC,27,36
2018,SC,32,14
2018,SC,3,2
2018,SC,0,0
2018,SC,5,3
2018,SC,0,0
2018,SC,31,13
2018,SC,2,3
2018,SC,0,0
2018,SC,0,0
2018,SC,0,0
2018,SC,22,21
2018,SC,32,13
2018,SC,2,2
2018,SC,0,0
2018,SC,1,0
2018,SC,0,0
2018,SC,2,0
2018,SC,0,0
2018,SC,0,0
2018,SC,12,13
2018,SC,17,24
2018,SC,3,2
2018,SC,0,0
2018,SC,19,15
2018,SC,1,2
2018,SC,0,0
2018,SC,3,2
2018,SC,0,0
2018,SC,0,0
2018,SC,53,36
2018,SC,0,1
2018,SC,0,0
2018,SC,49,19
2018,SC,4,3
2018,SC,1,1
2018,SC,0,0
2018,SC,1,0
2018,SC,27,20
2018,SC,10,16
2018,SC,0,0
2018,SC,0,1
2018,SC,0,1
2018,SC,0,0
2018,SC,20,14
2018,SC,2,2
2018,SC,23,10
2018,SC,3,2
2018,SC,0,0
2018,SC,35,38
2018,SC,1,2
2018,SC,0,0
2018,SC,0,0
2018,SC,32,0
2018,SC,0,0
2018,SC,12,22
2018,SC,3,3
2018,SC,0,0
2018,SC,1,1
2018,SC,0,0
2018,SC,24,24
2018,SC,24,21
2018,SC,0,0
2018,SC,1,1
2018,SC,0,0
2018,SC,34,20
2018,SC,5,18
2018,SC,2,2
2018,SC,1,0
2018,SC,0,0
2018,SC,0,0
2018,SC,41,24
2018,SC,0,1
2018,SC,0,0
2018,SC,2,2
2018,SC,0,0
2018,SC,41,21
2018,SC,1,0
2018,SC,15,13
2018,SC,2,2
2018,SC,0,0
2018,SC,13,37
2018,SC,1,2
2018,SC,0,0
2018,SC,2,0
2018,SC,24,22
2018,SC,1,1
2018,SC,0,0
2018,SC,5,4
2018,SC,0,0
2018,SC,21,25
2018,SC,18,12
2018,SC,0,0
2018,SC,0,0
2018,SC,9,12
2018,SC,1,2
2018,SC,0,0
2018,SC,0,0
2018,SC,41,25
2018,SC,8,19
2018,SC,3,3
2018,SC,0,0
2018,SC,2,2
2018,SC,0,0
2018,SC,28,17
2018,SC,0,0
2018,SC,0,0
2018,SC,12,14
2018,SC,1,0
2018,SC,1,1
2018,SC,0,0
2018,SC,2,0
2018,SC,0,1
2018,SC,0,0
2018,SC,26,25
2018,SC,38,11
2018,SC,1,0
2018,SC,0,0
2018,SC,11,2
2018,SC,0,1
2018,SC,0,0
2018,SC,27,17
2018,SC,0,1
2018,SC,0,0
2018,SC,14,15
2018,SC,2,0
2018,SC,0,0
2018,SC,15,11
2018,SC,1,1
2018,SC,0,0
2018,SC,0,0
2018,SC,0,15
2018,SC,0,2
2018,SC,0,0
2018,SC,0,4
2018,SC,0,4
2018,SC,0,0
2018,SC,0,2
2018,SC,0,0
2018,SC,0,1
2018,SC,0,3
2018,SC,0,3
2018,SC,0,3
2018,SC,0,0
2018,SC,0,2
2018,SC,0,2
2018,SC,0,0
2018,SC,0,2
2018,SC,0,4
2018,SC,0,0
2018,SC,0,1
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,1
2018,SC,0,2
2018,SC,0,3
2018,SC,0,2
2018,SC,0,2
2018,SC,19,23
2018,SC,0,2
2018,SC,0,0
2018,SC,27,16
2018,SC,3,4
2018,SC,0,0
2018,SC,8,19
2018,SC,0,1
2018,SC,3,0
2018,SC,0,0
2018,SC,17,17
2018,SC,4,1
2018,SC,19,28
2018,SC,1,0
2018,SC,8,10
2018,SC,0,0
2018,SC,14,20
2018,SC,6,0
2018,SC,1,0
2018,SC,8,16
2018,SC,4,2
2018,SC,0,0
2018,SC,0,10
2018,SC,0,2
2018,SC,0,0
2018,SC,4,13
2018,SC,1,0
2018,SC,0,0
2018,SC,0,17
2018,SC,0,0
2018,SC,11,11
2018,SC,3,2
2018,SC,0,0
2018,SC,8,5
2018,SC,1,1
2018,SC,1,0
2018,SC,0,0
2018,SC,0,0
2018,SC,0,6
2018,SC,0,1
2018,SC,0,2
2018,SC,3,5
2018,SC,2,2
2018,SC,0,0
2018,SC,0,7
2018,SC,0,4
2018,SC,0,0
2018,SC,0,7
2018,SC,0,0
2018,SC,0,5
2018,SC,0,3
2018,SC,0,0
2018,SC,0,5
2018,SC,0,17
2018,SC,0,0
2018,SC,0,2
2018,SC,0,4
2018,SC,0,2
2018,SC,0,2
2018,SC,0,2
2018,SC,0,3
2018,SC,0,2
2018,SC,0,2
2018,SC,4,0
2018,SC,1,0
2018,SC,0,2
2018,SC,0,2
2018,SC,1,0
2018,SC,0,0
2018,SC,32,7
2018,SC,1,0
2018,SC,0,0
2018,SC,4,15
2018,SC,0,0
2018,SC,0,0
2018,SC,7,15
2018,SC,2,0
2018,SC,0,0
2018,SC,9,4
2018,SC,0,0
2018,SC,16,12
2018,SC,1,0
2018,SC,0,0
2018,SC,14,7
2018,SC,0,0
2018,SC,17,12
2018,SC,0,12
2018,SC,0,2
2018,SC,0,0
2018,SC,12,5
2018,SC,0,0
2018,SC,0,4
2018,SC,0,0
2018,SC,0,4
2018,SC,0,0
2018,SC,0,4
2018,SC,12,0
2018,SC,0,5
2018,SC,0,5
2018,SC,1,2
2018,SC,0,0
2018,SC,12,12
2018,SC,0,1
2018,SC,0,0
2018,SC,0,13
2018,SC,0,1
2018,SC,0,0
2018,SC,0,12
2018,SC,0,1
2018,SC,0,8
2018,SC,0,0
2018,SC,0,2
2018,SC,0,0
2018,SC,0,0
2018,SC,7,7
2018,SC,2,0
2018,SC,0,0
2018,SC,12,9
2018,SC,0,2
2018,SC,0,0
2018,SC,0,1
2018,SC,0,2
2018,SC,0,0
2018,SC,0,8
2018,SC,2,5
2018,SC,0,0
2018,SC,14,10
2018,SC,0,2
2018,SC,0,1
2018,SC,0,6
2017,PR,0,0
2017,PR,9,16
2017,PR,0,0
2017,PR,0,5
2017,PR,7,2
2017,PR,25,24
2017,PR,0,0
2017,PR,7,2
2017,PR,20,27
2017,PR,0,0
2017,PR,2,0
2017,PR,8,13
2017,PR,0,0
2017,PR,3,0
2017,PR,6,10
2017,PR,0,0
2017,PR,3,1
2017,PR,4,16
2017,PR,0,0
2017,PR,10,19
2017,PR,0,0
2017,PR,4,3
2017,PR,5,14
2017,PR,0,0
2017,PR,0,1
2017,PR,0,9
2017,PR,0,0
2017,PR,4,3
2017,PR,4,22
2017,PR,0,0
2017,PR,0,0
2017,PR,2,3
2017,PR,4,17
2017,PR,0,0
2017,PR,4,2
2017,PR,4,22
2017,PR,0,0
2017,PR,0,4
2017,PR,0,16
2017,PR,0,0
2017,PR,0,3
2017,PR,4,6
2017,PR,0,0
2017,PR,0,4
2017,PR,0,16
2017,PR,0,0
2017,PR,0,2
2017,PR,0,8
2017,PR,0,0
2017,PR,0,4
2017,PR,0,6
2017,PR,0,0
2017,PR,0,4
2017,PR,0,8
2017,PR,0,0
2017,PR,0,3
2017,PR,0,7
2017,PR,0,0
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,0,6
2017,PR,0,4
2017,PR,0,0
2017,PR,1,5
2017,PR,4,4
2017,PR,0,0
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,0,3
2017,PR,0,4
2017,PR,0,0
2017,PR,0,5
2017,PR,0,4
2017,PR,0,0
2017,PR,0,1
2017,PR,0,4
2017,PR,0,5
2017,PR,0,4
2017,PR,0,0
2017,PR,0,4
2017,PR,0,9
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,4,2
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,26,38
2017,PR,7,18
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,30,19
2017,PR,2,1
2017,PR,2,2
2017,PR,0,1
2017,PR,9,1
2017,PR,1,1
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,1,0
2017,PR,1,0
2017,PR,3,0
2017,PR,47,55
2017,PR,0,2
2017,PR,0,0
2017,PR,11,12
2017,PR,5,1
2017,PR,0,0
2017,PR,45,16
2017,PR,0,18
2017,PR,0,0
2017,PR,1,2
2017,PR,0,0
2017,PR,17,5
2017,PR,3,0
2017,PR,0,1
2017,PR,36,22
2017,PR,0,0
2017,PR,1,0
2017,PR,2,0
2017,PR,28,11
2017,PR,0,0
2017,PR,0,0
2017,PR,18,12
2017,PR,0,0
2017,PR,49,33
2017,PR,0,0
2017,PR,12,12
2017,PR,0,0
2017,PR,9,10
2017,PR,5,3
2017,PR,21,16
2017,PR,0,0
2017,PR,1,0
2017,PR,66,36
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,1,0
2017,PR,4,0
2017,PR,44,43
2017,PR,0,0
2017,PR,0,1
2017,PR,0,0
2017,PR,7,14
2017,PR,21,12
2017,PR,1,0
2017,PR,43,11
2017,PR,0,0
2017,PR,2,0
2017,PR,0,0
2017,PR,27,13
2017,PR,3,0
2017,PR,21,12
2017,PR,0,0
2017,PR,2,0
2017,PR,19,28
2017,PR,0,0
2017,PR,1,0
2017,PR,1,0
2017,PR,2,1
2017,PR,2,0
2017,PR,0,0
2017,PR,14,17
2017,PR,1,1
2017,PR,24,21
2017,PR,0,0
2017,PR,4,0
2017,PR,1,0
2017,PR,0,0
2017,PR,70,33
2017,PR,2,0
2017,PR,2,2
2017,PR,5,21
2017,PR,0,0
2017,PR,17,14
2017,PR,0,0
2017,PR,3,1
2017,PR,12,12
2017,PR,0,0
2017,PR,1,0
2017,PR,28,21
2017,PR,0,0
2017,PR,1,0
2017,PR,44,19
2017,PR,0,0
2017,PR,36,22
2017,PR,0,0
2017,PR,1,1
2017,PR,20,18
2017,PR,0,0
2017,PR,3,0
2017,PR,32,34
2017,PR,0,0
2017,PR,1,0
2017,PR,44,27
2017,PR,0,0
2017,PR,1,1
2017,PR,0,0
2017,PR,0,0
2017,PR,35,17
2017,PR,1,0
2017,PR,31,18
2017,PR,0,0
2017,PR,5,2
2017,PR,28,23
2017,PR,0,0
2017,PR,2,2
2017,PR,16,15
2017,PR,0,1
2017,PR,0,0
2017,PR,1,0
2017,PR,0,2
2017,PR,23,12
2017,PR,0,0
2017,PR,1,0
2017,PR,53,38
2017,PR,2,2
2017,PR,0,1
2017,PR,0,0
2017,PR,4,0
2017,PR,6,12
2017,PR,0,0
2017,PR,3,1
2017,PR,22,19
2017,PR,0,0
2017,PR,12,15
2017,PR,0,0
2017,PR,5,1
2017,PR,21,34
2017,PR,3,0
2017,PR,0,0
2017,PR,38,24
2017,PR,0,0
2017,PR,5,1
2017,PR,4,14
2017,PR,0,0
2017,PR,10,19
2017,PR,0,0
2017,PR,14,20
2017,PR,1,1
2017,PR,3,3
2017,PR,19,16
2017,PR,0,0
2017,PR,2,0
2017,PR,10,21
2017,PR,0,0
2017,PR,0,1
2017,PR,0,17
2017,PR,0,0
2017,PR,0,5
2017,PR,4,1
2017,PR,12,16
2017,PR,0,0
2017,PR,0,15
2017,PR,0,0
2017,PR,0,2
2017,PR,0,13
2017,PR,0,0
2017,PR,0,1
2017,PR,0,32
2017,PR,0,11
2017,PR,0,14
2017,PR,0,0
2017,PR,0,4
2017,PR,0,12
2017,PR,0,0
2017,PR,3,2
2017,PR,14,8
2017,PR,0,0
2017,PR,0,1
2017,PR,0,19
2017,PR,0,0
2017,PR,2,1
2017,PR,4,15
2017,PR,0,0
2017,PR,0,0
2017,PR,1,2
2017,PR,12,9
2017,PR,0,0
2017,PR,0,5
2017,PR,0,15
2017,PR,0,0
2017,PR,0,0
2017,PR,0,3
2017,PR,0,9
2017,PR,0,0
2017,PR,0,2
2017,PR,0,4
2017,PR,0,0
2017,PR,0,5
2017,PR,0,4
2017,PR,0,0
2017,PR,4,3
2017,PR,10,5
2017,PR,0,0
2017,PR,0,2
2017,PR,0,2
2017,PR,0,0
2017,PR,0,1
2017,PR,0,0
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,1,0
2017,PR,0,5
2017,PR,4,1
2017,PR,1,0
2017,PR,0,0
2017,PR,18,14
2017,PR,4,1
2017,PR,0,0
2017,PR,29,18
2017,PR,5,1
2017,PR,0,5
2017,PR,0,0
2017,PR,20,15
2017,PR,2,0
2017,PR,6,0
2017,PR,13,14
2017,PR,3,1
2017,PR,0,0
2017,PR,19,15
2017,PR,4,1
2017,PR,0,0
2017,PR,17,14
2017,PR,6,1
2017,PR,0,0
2017,PR,23,12
2017,PR,4,1
2017,PR,0,2
2017,PR,0,0
2017,PR,12,12
2017,PR,4,1
2017,PR,0,0
2017,PR,20,10
2017,PR,3,2
2017,PR,1,0
2017,PR,11,7
2017,PR,4,0
2017,PR,0,0
2017,PR,14,8
2017,PR,5,2
2017,PR,0,0
2017,PR,12,10
2017,PR,2,2
2017,PR,0,0
2017,PR,17,7
2017,PR,0,4
2017,PR,0,0
2017,PR,0,8
2017,PR,0,2
2017,PR,0,6
2017,PR,4,0
2017,PR,32,27
2017,PR,0,0
2017,PR,0,0
2017,PR,4,3
2017,PR,19,18
2017,PR,0,0
2017,PR,5,0
2017,PR,8,16
2017,PR,1,3
2017,PR,0,0
2017,PR,3,0
2017,PR,8,22
2017,PR,0,0
2017,PR,0,0
2017,PR,4,4
2017,PR,11,23
2017,PR,1,0
2017,PR,0,0
2017,PR,1,2
2017,PR,4,15
2017,PR,0,0
2017,PR,0,1
2017,PR,0,9
2017,PR,0,0
2017,PR,0,3
2017,PR,0,10
2017,PR,0,0
2017,PR,0,2
2017,PR,0,10
2017,PR,0,0
2017,PR,0,1
2017,PR,0,19
2017,PR,0,0
2017,PR,0,6
2017,PR,0,16
2017,PR,0,0
2017,PR,0,3
2017,PR,0,13
2017,PR,0,0
2017,PR,0,3
2017,PR,0,14
2017,PR,0,0
2017,PR,0,2
2017,PR,0,9
2017,PR,0,0
2017,PR,0,3
2017,PR,0,3
2017,PR,0,8
2017,PR,0,0
2017,PR,0,1
2017,PR,0,4
2017,PR,0,0
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,8,0
2017,PR,0,0
2017,PR,0,3
2017,PR,0,4
2017,PR,0,5
2017,PR,0,4
2017,PR,0,0
2017,PR,0,3
2017,PR,0,4
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,0,1
2017,PR,0,2
2017,PR,0,3
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,1
2017,PR,0,1
2017,PR,0,2
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,1
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,8,4
2017,PR,8,10
2017,PR,0,0
2017,PR,0,2
2017,PR,0,2
2017,PR,0,0
2017,PR,0,0
2017,PR,3,2
2017,PR,4,2
2017,PR,5,0
2017,PR,0,0
2017,PR,5,2
2017,PR,0,2
2017,PR,0,0
2017,PR,6,0
2017,PR,0,0
2017,PR,4,0
2017,PR,0,0
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,0
2017,PR,0,2
2017,PR,0,4
2017,PR,1,1
2017,PR,0,0
2017,PR,12,6
2017,PR,10,6
2017,PR,0,1
2017,PR,0,2
2017,PR,0,4
2017,PR,0,0
2017,PR,0,0
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,0,2
2017,PR,0,2
2017,PR,0,0
2017,PR,0,1
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,2
2017,PR,0,0
2017,PR,3,7
2017,PR,3,0
2017,PR,13,0
2017,PR,0,7
2017,PR,0,13
2017,PR,0,1
2017,PR,0,2
2017,PR,0,3
2017,PR,0,19
2017,PR,0,0
2017,PR,4,5
2017,PR,8,23
2017,PR,0,0
2017,PR,4,5
2017,PR,8,20
2017,PR,0,0
2017,PR,2,2
2017,PR,4,9
2017,PR,0,0
2017,PR,2,2
2017,PR,4,11
2017,PR,0,0
2017,PR,0,0
2017,PR,0,4
2017,PR,0,5
2017,PR,0,0
2017,PR,0,3
2017,PR,0,5
2017,PR,0,0
2017,PR,0,3
2017,PR,0,4
2017,PR,0,0
2017,PR,0,4
2017,PR,0,4
2017,PR,0,0
2017,PR,0,1
2017,PR,0,3
2017,PR,0,2
2017,PR,0,5
2017,PR,2,1
2017,PR,4,8
2017,PR,0,0
2017,PR,0,4
2017,PR,0,5
2017,PR,0,1
2017,PR,0,0
2017,PR,0,0
2017,PR,8,26
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,0,0
2017,PR,8,11
2017,PR,2,1
2017,PR,10,11
2017,PR,0,16
2017,PR,3,0
2017,PR,18,18
2017,PR,0,0
2017,PR,8,1
2017,PR,1,0
2017,PR,22,25
2017,PR,1,0
2017,PR,0,0
2017,PR,9,9
2017,PR,0,0
2017,PR,8,1
2017,PR,2,0
2017,PR,0,0
2017,PR,33,25
2017,PR,2,1
2017,PR,20,17
2017,PR,0,0
2017,PR,7,1
2017,PR,37,28
2017,PR,3,1
2017,PR,0,0
2017,PR,3,0
2017,PR,18,13
2017,PR,0,0
2017,PR,1,0
2017,PR,4,12
2017,PR,0,0
2017,PR,6,1
2017,PR,15,23
2017,PR,0,1
2017,PR,0,1
2017,PR,0,0
2017,PR,0,1
2017,PR,0,12
2017,PR,0,0
2017,PR,0,14
2017,PR,0,1
2017,PR,0,0
2017,PR,6,2
2017,PR,12,22
2017,PR,0,0
2017,PR,5,1
2017,PR,8,9
2017,PR,0,0
2017,PR,6,4
2017,PR,8,15
2017,PR,0,0
2017,PR,5,2
2017,PR,19,15
2017,PR,0,0
2017,PR,4,0
2017,PR,9,17
2017,PR,3,2
2017,PR,0,0
2017,PR,0,12
2017,PR,0,0
2017,PR,3,0
2017,PR,0,0
2017,PR,19,21
2017,PR,6,1
2017,PR,16,23
2017,PR,1,0
2017,PR,0,0
2017,PR,2,1
2017,PR,4,12
2017,PR,0,0
2017,PR,0,1
2017,PR,0,12
2017,PR,0,0
2017,PR,4,4
2017,PR,11,15
2017,PR,0,0
2017,PR,0,2
2017,PR,0,10
2017,PR,0,0
2017,PR,0,2
2017,PR,0,13
2017,PR,0,0
2017,PR,0,2
2017,PR,0,11
2017,PR,0,0
2017,PR,0,1
2017,PR,0,11
2017,PR,0,0
2017,PR,0,3
2017,PR,0,11
2017,PR,0,0
2017,PR,2,0
2017,PR,15,0
2017,PR,0,0
2017,PR,0,0
2017,PR,2,0
2017,PR,0,3
2017,PR,0,11
2017,PR,0,0
2017,PR,0,8
2017,PR,0,0
2017,PR,4,4
2017,PR,6,6
2017,PR,0,0
2017,PR,1,6
