ANO,UF,DOUTORADO_PLENO,MESTRADO
2020,PR,0,2
2020,PR,0,2
2020,PR,0,2
2020,PR,0,3
2020,PR,0,2
2020,PR,0,1
2020,PR,0,2
2020,PR,0,2
2020,PR,0,1
2020,PR,0,2
2020,PR,0,1
2020,PR,0,3
2020,PR,0,2
2020,PR,0,3
2020,PR,0,5
2020,PR,0,3
2020,PR,0,2
2020,PR,0,2
2020,PR,4,0
2020,PR,18,11
2020,PR,0,0
2020,PR,0,4
2020,PR,3,0
2020,PR,0,0
2020,PR,10,5
2020,PR,0,2
2020,PR,7,5
2020,PR,0,0
2020,PR,11,0
2020,PR,0,0
2020,PR,11,0
2020,PR,0,0
2020,PR,0,4
2020,PR,0,3
2020,PR,0,3
2020,PR,14,9
2020,PR,1,2
2020,PR,0,0
2020,PR,15,10
2020,PR,0,1
2020,PR,0,6
2020,PR,0,1
2020,PR,0,4
2020,PR,0,2
2020,PR,0,2
2020,PR,0,1
2020,PR,0,2
2020,PR,0,2
2020,PR,0,3
2020,PR,0,1
2020,PR,0,3
2020,PR,0,3
2020,PR,0,3
2020,PR,0,3
2020,PR,0,2
2020,PR,4,3
2020,PR,35,0
2020,PR,0,1
2020,PR,0,20
2020,PR,0,0
2020,PR,4,0
2020,PR,8,23
2020,PR,0,0
2020,PR,4,1
2020,PR,12,16
2020,PR,0,0
2020,PR,2,0
2020,PR,6,11
2020,PR,0,0
2020,PR,1,1
2020,PR,0,0
2020,PR,0,6
2020,PR,0,0
2020,PR,0,5
2020,PR,0,5
2020,PR,0,1
2020,PR,6,5
2020,PR,0,0
2020,PR,0,2
2020,PR,0,3
2020,PR,1,0
2020,PR,5,9
2020,PR,0,9
2020,PR,0,0
2020,PR,0,0
2020,PR,0,2
2020,PR,0,16
2020,PR,18,14
2020,PR,0,0
2020,PR,3,0
2020,PR,1,0
2020,PR,27,16
2020,PR,0,0
2020,PR,9,9
2020,PR,3,0
2020,PR,0,0
2020,PR,2,0
2020,PR,0,0
2020,PR,36,25
2020,PR,1,0
2020,PR,20,16
2020,PR,3,0
2020,PR,36,29
2020,PR,0,0
2020,PR,3,0
2020,PR,15,11
2020,PR,1,0
2020,PR,5,13
2020,PR,0,0
2020,PR,2,4
2020,PR,4,2
2020,PR,20,24
2020,PR,1,0
2020,PR,0,0
2020,PR,0,1
2020,PR,2,12
2020,PR,0,0
2020,PR,0,0
2020,PR,12,14
2020,PR,3,0
2020,PR,1,0
2020,PR,4,0
2020,PR,14,22
2020,PR,0,0
2020,PR,0,2
2020,PR,3,0
2020,PR,9,11
2020,PR,0,0
2020,PR,4,0
2020,PR,8,15
2020,PR,3,0
2020,PR,19,14
2020,PR,3,2
2020,PR,10,17
2020,PR,0,0
2020,PR,0,0
2020,PR,0,12
2020,PR,1,2
2020,PR,0,0
2020,PR,26,21
2020,PR,2,2
2020,PR,3,2
2020,PR,1,0
2020,PR,0,0
2020,PR,24,19
2020,PR,2,0
2020,PR,4,9
2020,PR,0,1
2020,PR,2,12
2020,PR,0,0
2020,PR,2,0
2020,PR,0,0
2020,PR,0,3
2020,PR,0,0
2020,PR,0,5
2020,PR,0,7
2020,PR,0,4
2020,PR,0,0
2020,PR,0,5
2020,PR,0,0
2020,PR,1,0
2020,PR,0,1
2020,PR,0,11
2020,PR,0,0
2020,PR,0,0
2020,PR,4,0
2020,PR,10,14
2020,PR,0,0
2020,PR,0,1
2020,PR,5,10
2020,PR,0,0
2020,PR,2,2
2020,PR,4,0
2020,PR,20,8
2020,PR,0,0
2020,PR,0,1
2020,PR,5,6
2020,PR,0,0
2020,PR,0,1
2020,PR,5,6
2020,PR,0,0
2020,PR,5,4
2020,PR,2,0
2020,PR,5,0
2020,PR,0,1
2020,PR,0,4
2020,PR,0,1
2020,PR,0,4
2020,PR,4,3
2020,PR,0,1
2020,PR,5,10
2020,PR,0,0
2020,PR,14,15
2020,PR,0,0
2020,PR,0,7
2020,PR,0,0
2020,PR,0,8
2020,PR,0,0
2020,PR,14,11
2020,PR,0,7
2020,PR,0,0
2020,PR,0,0
2020,PR,0,0
2020,PR,20,25
2020,PR,0,32
2020,PR,3,2
2020,PR,3,0
2020,PR,37,11
2020,PR,0,0
2020,PR,2,3
2020,PR,4,1
2020,PR,4,0
2020,PR,2,0
2020,PR,0,0
2020,PR,51,33
2020,PR,2,3
2020,PR,1,0
2020,PR,0,0
2020,PR,35,25
2020,PR,1,0
2020,PR,15,17
2020,PR,1,0
2020,PR,1,1
2020,PR,0,0
2020,PR,25,20
2020,PR,0,2
2020,PR,0,0
2020,PR,43,17
2020,PR,2,2
2020,PR,7,13
2020,PR,0,0
2020,PR,0,0
2020,PR,48,26
2020,PR,1,1
2020,PR,3,0
2020,PR,26,11
2020,PR,0,0
2020,PR,0,0
2020,PR,2,0
2020,PR,15,14
2020,PR,4,2
2020,PR,21,15
2020,PR,0,0
2020,PR,0,0
2020,PR,14,19
2020,PR,3,3
2020,PR,3,0
2020,PR,26,16
2020,PR,0,0
2020,PR,0,2
2020,PR,0,12
2020,PR,0,0
2020,PR,4,0
2020,PR,35,13
2020,PR,0,0
2020,PR,2,3
2020,PR,1,0
2020,PR,16,17
2020,PR,0,0
2020,PR,3,3
2020,PR,4,0
2020,PR,16,20
2020,PR,0,0
2020,PR,4,0
2020,PR,8,15
2020,PR,0,0
2020,PR,2,4
2020,PR,12,15
2020,PR,0,0
2020,PR,1,0
2020,PR,8,12
2020,PR,0,0
2020,PR,2,2
2020,PR,18,18
2020,PR,0,0
2020,PR,1,0
2020,PR,0,1
2020,PR,0,9
2020,PR,4,0
2020,PR,6,14
2020,PR,0,0
2020,PR,3,0
2020,PR,7,11
2020,PR,0,2
2020,PR,0,0
2020,PR,4,0
2020,PR,19,19
2020,PR,0,0
2020,PR,2,0
2020,PR,9,13
2020,PR,0,0
2020,PR,0,1
2020,PR,0,5
2020,PR,0,0
2020,PR,0,4
2020,PR,0,0
2020,PR,0,5
2020,PR,0,0
2020,PR,0,7
2020,PR,0,0
2020,PR,0,5
2020,PR,2,0
2020,PR,7,7
2020,PR,0,0
2020,PR,0,4
2020,PR,0,4
2020,PR,0,1
2020,PR,0,4
2020,PR,0,4
2020,PR,0,4
2020,PR,0,5
2020,PR,4,2
2020,PR,0,0
2020,PR,14,12
2020,PR,14,13
2020,PR,0,7
2020,PR,0,0
2020,PR,0,6
2020,PR,0,6
2020,PR,0,4
2020,PR,0,5
2020,PR,0,2
2020,PR,0,3
2020,PR,0,3
2020,PR,0,2
2020,PR,1,0
2020,PR,2,2
2020,PR,6,15
2020,PR,0,0
2020,PR,2,2
2020,PR,9,14
2020,PR,0,0
2020,PR,1,0
2020,PR,2,0
2020,PR,18,14
2020,PR,0,0
2020,PR,0,0
2020,PR,1,2
2020,PR,12,12
2020,PR,0,0
2020,PR,3,0
2020,PR,17,14
2020,PR,0,0
2020,PR,3,0
2020,PR,9,10
2020,PR,0,0
2020,PR,2,2
2020,PR,15,11
2020,PR,0,0
2020,PR,0,18
2020,PR,0,0
2020,PR,10,14
2020,PR,0,0
2020,PR,0,14
2020,PR,0,0
2020,PR,0,10
2020,PR,0,0
2020,PR,0,7
2020,PR,0,1
2020,PR,0,5
2020,PR,0,0
2020,PR,0,1
2020,PR,0,4
2020,PR,0,0
2020,PR,0,1
2020,PR,0,4
2020,PR,0,0
2020,PR,0,4
2020,PR,0,0
2020,PR,0,1
2020,PR,0,3
2020,PR,0,3
2020,PR,0,4
2020,PR,0,5
2020,PR,2,0
2020,PR,11,20
2020,PR,0,0
2020,PR,0,0
2020,PR,13,10
2020,PR,13,12
2020,RS,0,0
2020,RS,2,0
2020,RS,1,1
2020,RS,0,3
2020,RS,12,10
2020,RS,1,0
2020,RS,4,0
2020,RS,0,0
2020,RS,11,10
2020,RS,2,0
2020,RS,2,0
2020,RS,0,8
2020,RS,0,1
2020,RS,0,0
2020,RS,5,10
2020,RS,0,5
2020,RS,0,2
2020,RS,0,3
2020,RS,0,3
2020,RS,0,1
2020,RS,0,2
2020,RS,1,0
2020,RS,1,0
2020,RS,0,0
2020,RS,27,14
2020,RS,0,0
2020,RS,32,21
2020,RS,0,0
2020,RS,13,17
2020,RS,0,0
2020,RS,22,19
2020,RS,0,8
2020,RS,1,0
2020,RS,0,0
2020,RS,15,9
2020,RS,0,0
2020,RS,0,9
2020,RS,0,0
2020,RS,0,0
2020,RS,5,7
2020,RS,0,0
2020,RS,16,0
2020,RS,0,0
2020,RS,1,1
2020,RS,10,0
2020,RS,0,0
2020,RS,0,0
2020,RS,27,20
2020,RS,1,0
2020,RS,0,0
2020,RS,13,11
2020,RS,2,0
2020,RS,15,12
2020,RS,0,0
2020,RS,0,10
2020,RS,0,0
2020,RS,18,14
2020,RS,1,0
2020,RS,0,0
2020,RS,18,13
2020,RS,1,0
2020,RS,0,0
2020,RS,15,10
2020,RS,0,1
2020,RS,0,0
2020,RS,5,11
2020,RS,0,0
2020,RS,0,0
2020,RS,15,9
2020,RS,0,0
2020,RS,11,0
2020,RS,0,1
2020,RS,5,7
2020,RS,0,1
2020,RS,0,0
2020,RS,0,9
2020,RS,0,0
2020,RS,0,7
2020,RS,0,3
2020,RS,0,0
2020,RS,18,10
2020,RS,0,5
2020,RS,1,0
2020,RS,0,0
2020,RS,13,9
2020,RS,0,0
2020,RS,0,7
2020,RS,0,0
2020,RS,5,3
2020,RS,1,0
2020,RS,15,13
2020,RS,1,0
2020,RS,0,0
2020,RS,16,21
2020,RS,1,0
2020,RS,0,0
2020,RS,15,12
2020,RS,0,1
2020,RS,15,10
2020,RS,0,3
2020,RS,0,0
2020,RS,22,14
2020,RS,1,0
2020,RS,16,14
2020,RS,1,0
2020,RS,0,0
2020,RS,15,10
2020,RS,1,0
2020,RS,0,0
2020,RS,21,14
2020,RS,1,0
2020,RS,1,0
2020,RS,0,0
2020,RS,18,14
2020,RS,1,1
2020,RS,0,0
2020,RS,19,11
2020,RS,0,1
2020,RS,0,1
2020,RS,0,7
2020,RS,0,1
2020,RS,0,6
2020,RS,0,2
2020,RS,0,0
2020,RS,21,19
2020,RS,0,0
2020,RS,16,17
2020,RS,2,0
2020,RS,0,0
2020,RS,10,16
2020,RS,1,0
2020,RS,0,0
2020,RS,15,12
2020,RS,0,0
2020,RS,16,13
2020,RS,2,14
2020,RS,1,1
2020,RS,15,10
2020,RS,0,0
2020,RS,2,9
2020,RS,0,0
2020,RS,0,10
2020,RS,0,1
2020,RS,0,0
2020,RS,0,6
2020,RS,0,1
2020,RS,0,5
2020,RS,0,5
2020,RS,0,1
2020,RS,0,0
2020,RS,0,7
2020,RS,0,1
2020,RS,0,0
2020,RS,0,9
2020,RS,0,1
2020,RS,0,8
2020,RS,0,8
2020,RS,0,2
2020,RS,0,8
2020,RS,0,8
2020,RS,1,0
2020,RS,0,0
2020,RS,24,12
2020,RS,21,16
2020,RS,0,0
2020,RS,29,17
2020,RS,0,0
2020,RS,33,17
2020,RS,0,0
2020,RS,0,0
2020,RS,26,19
2020,RS,0,0
2020,RS,3,3
2020,RS,1,0
2020,RS,0,0
2020,RS,26,9
2020,RS,0,0
2020,RS,19,14
2020,RS,0,0
2020,RS,22,12
2020,RS,0,0
2020,RS,0,0
2020,RS,21,10
2020,RS,0,0
2020,RS,0,0
2020,RS,29,23
2020,RS,0,3
2020,RS,0,0
2020,RS,2,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,32,23
2020,RS,26,10
2020,RS,0,0
2020,RS,7,11
2020,RS,0,0
2020,RS,27,9
2020,RS,5,16
2020,RS,0,0
2020,RS,16,14
2020,RS,1,0
2020,RS,0,0
2020,RS,21,10
2020,RS,0,0
2020,RS,0,0
2020,RS,1,3
2020,RS,14,14
2020,RS,1,0
2020,RS,0,0
2020,RS,8,11
2020,RS,1,0
2020,RS,0,0
2020,RS,0,17
2020,RS,0,1
2020,RS,0,0
2020,RS,8,13
2020,RS,2,0
2020,RS,6,11
2020,RS,0,0
2020,RS,0,14
2020,RS,0,0
2020,RS,5,11
2020,RS,0,0
2020,RS,7,9
2020,RS,2,1
2020,RS,0,0
2020,RS,1,2
2020,RS,6,11
2020,RS,1,0
2020,RS,1,0
2020,RS,6,15
2020,RS,9,11
2020,RS,2,0
2020,RS,0,0
2020,RS,14,9
2020,RS,1,1
2020,RS,1,0
2020,RS,0,0
2020,RS,9,7
2020,RS,1,0
2020,RS,0,9
2020,RS,0,0
2020,RS,7,10
2020,RS,2,1
2020,RS,0,0
2020,RS,0,4
2020,RS,0,1
2020,RS,0,5
2020,RS,7,6
2020,RS,2,1
2020,RS,0,0
2020,RS,0,5
2020,RS,0,1
2020,RS,0,0
2020,RS,0,2
2020,RS,0,2
2020,RS,0,1
2020,RS,0,2
2020,RS,0,4
2020,RS,0,1
2020,RS,0,3
2020,RS,4,0
2020,RS,0,0
2020,RS,0,0
2020,RS,33,12
2020,RS,0,0
2020,RS,17,10
2020,RS,0,0
2020,RS,0,10
2020,RS,1,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,1,0
2020,RS,1,0
2020,RS,1,0
2020,RS,0,0
2020,RS,54,39
2020,RS,1,2
2020,RS,0,0
2020,RS,21,15
2020,RS,18,7
2020,RS,0,0
2020,RS,0,0
2020,RS,0,1
2020,RS,0,0
2020,RS,38,23
2020,RS,0,2
2020,RS,0,0
2020,RS,2,2
2020,RS,21,23
2020,RS,2,2
2020,RS,0,0
2020,RS,1,0
2020,RS,0,0
2020,RS,3,0
2020,RS,0,0
2020,RS,33,14
2020,RS,4,2
2020,RS,0,0
2020,RS,26,13
2020,RS,1,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,27,16
2020,RS,1,1
2020,RS,10,3
2020,RS,1,0
2020,RS,0,0
2020,RS,2,2
2020,RS,11,0
2020,RS,0,1
2020,RS,2,0
2020,RS,0,0
2020,RS,33,14
2020,RS,17,13
2020,RS,0,0
2020,RS,1,0
2020,RS,0,0
2020,RS,0,1
2020,RS,0,0
2020,RS,39,18
2020,RS,22,22
2020,RS,0,0
2020,RS,0,0
2020,RS,24,36
2020,RS,3,2
2020,RS,0,1
2020,RS,0,0
2020,RS,19,15
2020,RS,0,0
2020,RS,63,46
2020,RS,1,0
2020,RS,5,0
2020,RS,0,0
2020,RS,19,9
2020,RS,6,6
2020,RS,0,0
2020,RS,11,10
2020,RS,0,0
2020,RS,2,2
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,54,21
2020,RS,52,17
2020,RS,0,0
2020,RS,0,0
2020,RS,15,18
2020,RS,0,0
2020,RS,33,39
2020,RS,0,0
2020,RS,39,45
2020,RS,17,6
2020,RS,0,0
2020,RS,36,16
2020,RS,0,0
2020,RS,0,0
2020,RS,33,16
2020,RS,19,19
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,37,29
2020,RS,0,0
2020,RS,24,13
2020,RS,1,0
2020,RS,2,2
2020,RS,4,0
2020,RS,0,0
2020,RS,29,37
2020,RS,1,1
2020,RS,1,0
2020,RS,0,0
2020,RS,0,0
2020,RS,48,25
2020,RS,16,17
2020,RS,0,0
2020,RS,0,0
2020,RS,35,20
2020,RS,20,15
2020,RS,1,1
2020,RS,3,0
2020,RS,0,0
2020,RS,29,24
2020,RS,0,0
2020,RS,0,0
2020,RS,37,18
2020,RS,1,2
2020,RS,22,14
2020,RS,1,0
2020,RS,0,0
2020,RS,11,14
2020,RS,0,0
2020,RS,0,0
2020,RS,1,1
2020,RS,9,10
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,30,36
2020,RS,15,12
2020,RS,1,0
2020,RS,0,0
2020,RS,1,0
2020,RS,0,0
2020,RS,33,21
2020,RS,0,7
2020,RS,15,20
2020,RS,0,0
2020,RS,1,1
2020,RS,19,18
2020,RS,0,0
2020,RS,22,27
2020,RS,0,0
2020,RS,1,1
2020,RS,0,0
2020,RS,0,0
2020,RS,37,18
2020,RS,0,0
2020,RS,21,16
2020,RS,0,0
2020,RS,4,0
2020,RS,0,0
2020,RS,22,13
2020,RS,33,15
2020,RS,0,0
2020,RS,25,6
2020,RS,29,21
2020,RS,0,0
2020,RS,0,0
2020,RS,22,24
2020,RS,0,0
2020,RS,19,24
2020,RS,1,4
2020,RS,23,11
2020,RS,0,0
2020,RS,2,2
2020,RS,0,0
2020,RS,0,0
2020,RS,37,21
2020,RS,1,1
2020,RS,16,12
2020,RS,0,0
2020,RS,0,0
2020,RS,31,21
2020,RS,0,0
2020,RS,7,0
2020,RS,0,0
2020,RS,25,14
2020,RS,4,2
2020,RS,3,3
2020,RS,4,0
2020,RS,0,0
2020,RS,19,13
2020,RS,0,0
2020,RS,32,0
2020,RS,17,16
2020,RS,0,0
2020,RS,24,12
2020,RS,0,0
2020,RS,0,0
2020,RS,0,1
2020,RS,0,0
2020,RS,14,7
2020,RS,7,13
2020,RS,2,0
2020,RS,0,0
2020,RS,0,0
2020,RS,15,27
2020,RS,1,0
2020,RS,47,44
2020,RS,0,0
2020,RS,1,0
2020,RS,12,5
2020,RS,0,0
2020,RS,11,12
2020,RS,1,0
2020,RS,0,1
2020,RS,5,3
2020,RS,0,1
2020,RS,0,1
2020,RS,0,0
2020,RS,8,5
2020,RS,1,0
2020,RS,3,0
2020,RS,0,0
2020,RS,9,8
2020,RS,0,4
2020,RS,0,1
2020,RS,8,6
2020,RS,2,1
2020,RS,0,4
2020,RS,0,4
2020,RS,0,4
2020,RS,0,4
2020,RS,0,3
2020,RS,16,10
2020,RS,0,0
2020,RS,0,3
2020,RS,0,4
2020,RS,0,0
2020,RS,44,18
2020,RS,0,0
2020,RS,24,7
2020,RS,1,0
2020,RS,0,0
2020,RS,39,13
2020,RS,0,0
2020,RS,39,14
2020,RS,0,0
2020,RS,0,0
2020,RS,37,31
2020,RS,0,0
2020,RS,29,13
2020,RS,0,0
2020,RS,0,0
2020,RS,40,36
2020,RS,0,0
2020,RS,13,9
2020,RS,0,0
2020,RS,19,14
2020,RS,4,2
2020,RS,1,0
2020,RS,1,0
2020,RS,0,0
2020,RS,0,0
2020,RS,50,18
2020,RS,0,0
2020,RS,0,0
2020,RS,0,14
2020,RS,1,1
2020,RS,0,0
2020,RS,0,3
2020,RS,0,0
2020,RS,30,18
2020,RS,2,0
2020,RS,0,0
2020,RS,30,28
2020,RS,3,3
2020,RS,0,0
2020,RS,29,21
2020,RS,1,2
2020,RS,0,0
2020,RS,36,24
2020,RS,0,0
2020,RS,48,33
2020,RS,1,1
2020,RS,0,0
2020,RS,30,23
2020,RS,1,1
2020,RS,1,0
2020,RS,30,20
2020,RS,0,0
2020,RS,24,15
2020,RS,1,0
2020,RS,0,0
2020,RS,21,18
2020,RS,3,3
2020,RS,3,1
2020,RS,0,0
2020,RS,31,16
2020,RS,1,0
2020,RS,0,0
2020,RS,20,15
2020,RS,0,0
2020,RS,0,0
2020,RS,23,15
2020,RS,1,3
2020,RS,16,20
2020,RS,0,0
2020,RS,1,2
2020,RS,0,0
2020,RS,1,2
2020,RS,25,19
2020,RS,0,0
2020,RS,0,0
2020,RS,2,2
2020,RS,9,19
2020,RS,2,0
2020,RS,0,0
2020,RS,7,4
2020,RS,2,0
2020,RS,4,0
2020,RS,0,4
2020,RS,5,2
2020,RS,2,2
2020,RS,0,4
2020,RS,0,4
2020,RS,0,0
2020,RS,18,15
2020,RS,0,0
2020,RS,0,2
2020,RS,0,9
2020,RS,0,6
2020,RS,0,0
2020,RS,0,10
2020,RS,0,0
2020,RS,0,9
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,0,0
2020,RS,26,18
2020,RS,18,20
2020,RS,0,0
2020,RS,0,9
2020,RS,0,0
2020,RS,37,23
2020,RS,0,0
2020,RS,0,0
2020,RS,1,0
2020,RS,0,0
2020,RS,1,0
2020,RS,0,0
2020,RS,2,0
2020,RS,24,18
2020,RS,1,0
2020,RS,31,13
2020,RS,0,0
2020,RS,0,0
2020,RS,1,3
2020,RS,13,14
2020,RS,0,0
2020,RS,11,19
2020,RS,1,0
2020,RS,1,0
2020,RS,0,0
2020,RS,24,18
2020,RS,1,3
2020,RS,20,14
2020,RS,1,0
2020,RS,0,0
2020,RS,11,21
2020,RS,1,0
2020,RS,0,0
2020,RS,1,0
2020,RS,10,23
2020,RS,2,0
2020,RS,0,1
2020,RS,0,0
2020,RS,0,1
2020,RS,24,14
2020,RS,1,0
2020,RS,0,0
2020,RS,0,4
2020,RS,0,1
2020,RS,0,0
2020,RS,0,1
2020,RS,0,10
